Date,CHN,EUR,GBP,USD,SDR,YEN,ZAR
"14 Nov 2011",0.0000,0.1001,0.0858,0.1376,0.0873,10.6200,1.0859
"15 Nov 2011",0.0000,0.1000,0.0856,0.1359,0.0867,10.4700,1.0910
"16 Nov 2011",0.0000,0.0996,0.0849,0.1339,0.0858,10.3100,1.0984
"17 Nov 2011",0.0000,0.0995,0.0853,0.1344,0.0860,10.3500,1.0966
"09 Nov 2011",0.0000,0.1001,0.0860,0.1384,0.0876,10.7400,1.0837
"10 Nov 2011",0.0000,0.1002,0.0851,0.1356,0.0866,10.5400,1.0919
"11 Nov 2011",0.0000,0.1003,0.0858,0.1366,0.0871,10.5900,1.0879
"03 Nov 2011",0.0000,0.0993,0.0855,0.1359,0.0866,10.6100,1.0934
"04 Nov 2011",0.0000,0.1001,0.0863,0.1383,0.0877,10.8000,1.0841
"07 Nov 2011",0.0000,0.1000,0.0859,0.1376,0.0874,10.7500,1.0861
"08 Nov 2011",0.0000,0.0997,0.0854,0.1370,0.0870,10.6900,1.0891
"28 Oct 2011",0.0000,0.0989,0.0872,0.1403,0.0878,10.6400,1.0841
"31 Oct 2011",0.0000,0.0990,0.0866,0.1385,0.0876,10.9900,1.0855
"01 Nov 2011",0.0000,0.0991,0.0853,0.1369,0.0868,10.6900,1.0920
"02 Nov 2011",0.0000,0.0990,0.0851,0.1361,0.0865,10.6300,1.0943
"24 Oct 2011",0.0000,0.0988,0.0861,0.1377,0.0868,10.5100,1.0927
"25 Oct 2011",0.0000,0.0993,0.0863,0.1379,0.0871,10.5000,1.0904
"26 Oct 2011",0.0000,0.0990,0.0859,0.1377,0.0868,10.4600,1.0923
"27 Oct 2011",0.0000,0.0990,0.0866,0.1385,0.0872,10.5200,1.0890
"18 Oct 2011",0.0000,0.0991,0.0863,0.1363,0.0866,10.4700,1.0956
"19 Oct 2011",0.0000,0.0993,0.0871,0.1373,0.0870,10.5400,1.0914
"20 Oct 2011",0.0000,0.0992,0.0865,0.1359,0.0865,10.4300,1.0961
"21 Oct 2011",0.0000,0.0979,0.0853,0.1349,0.0856,10.3500,1.1034
"12 Oct 2011",0.0000,0.1009,0.0882,0.1376,0.0878,10.5500,1.0865
"13 Oct 2011",0.0000,0.1005,0.0881,0.1385,0.0880,10.6800,1.0844
"14 Oct 2011",0.0000,0.1003,0.0878,0.1385,0.0879,10.6500,1.0852
"17 Oct 2011",0.0000,0.1001,0.0878,0.1388,0.0879,10.7100,1.0846
"06 Oct 2011",0.0000,0.1021,0.0884,0.1364,0.0878,10.4600,1.0871
"07 Oct 2011",0.0000,0.1019,0.0886,0.1369,0.0879,10.4900,1.0858
"10 Oct 2011",0.0000,0.1019,0.0879,0.1373,0.0879,10.5300,1.0853
"11 Oct 2011",0.0000,0.1012,0.0882,0.1379,0.0879,10.5800,1.0851
"03 Oct 2011",0.0000,0.1011,0.0867,0.1346,0.0867,10.3700,1.0965
"04 Oct 2011",0.0000,0.1011,0.0864,0.1335,0.0863,10.2400,1.1000
"05 Oct 2011",0.0000,0.1011,0.0872,0.1345,0.0867,10.3200,1.0962
"26 Sep 2011",0.0000,0.0996,0.0863,0.1334,0.0857,10.1800,1.1056
"29 Sep 2011",0.0000,0.1015,0.0885,0.1384,0.0882,10.5900,1.0840
"28 Sep 2011",0.0000,0.1018,0.0883,0.1382,0.0882,10.5800,1.0841
"27 Sep 2011",0.0000,0.1011,0.0878,0.1369,0.0875,10.4600,1.0901
"20 Sep 2011",0.0000,0.1024,0.0890,0.1394,0.0889,10.6700,1.0796
"21 Sep 2011",0.0000,0.1021,0.0890,0.1399,0.0890,10.6700,1.0792
"22 Sep 2011",0.0000,0.0989,0.0866,0.1339,0.0857,10.2800,1.1060
"23 Sep 2011",0.0000,0.0986,0.0864,0.1332,0.0853,10.1600,1.1092
"14 Sep 2011",0.0000,0.1052,0.0910,0.1433,0.0914,11.0200,1.0610
"15 Sep 2011",0.0000,0.1043,0.0909,0.1433,0.0910,10.9900,1.0634
"16 Sep 2011",0.0000,0.1040,0.0912,0.1442,0.0913,11.0800,1.0614
"19 Sep 2011",0.0000,0.1035,0.0902,0.1416,0.0902,10.8700,1.0699
"09 Sep 2011",0.0000,0.1053,0.0917,0.1463,0.0925,11.3400,1.0526
"12 Sep 2011",0.0000,0.1063,0.0911,0.1439,0.0920,11.0900,1.0569
"13 Sep 2011",0.0000,0.1051,0.0908,0.1439,0.0915,11.0800,1.0602
"05 Sep 2011",0.0000,0.1047,0.0916,0.1482,0.0929,11.3700,1.0510
"06 Sep 2011",0.0000,0.1047,0.0916,0.1472,0.0926,11.3100,1.0531
"07 Sep 2011",0.0000,0.1049,0.0923,0.1476,0.0928,11.4000,1.0507
"08 Sep 2011",0.0000,0.1046,0.0923,0.1472,0.0927,11.3900,1.0519
"30 Aug 2011",0.0000,0.1030,0.0911,0.1494,0.0926,11.4600,1.0536
"31 Aug 2011",0.0000,0.1032,0.0914,0.1491,0.0926,11.4200,1.0533
"01 Sep 2011",0.0000,0.1044,0.0924,0.1500,0.0934,11.5200,1.0471
"02 Sep 2011",0.0000,0.1048,0.0922,0.1493,0.0933,11.4700,1.0477
"24 Aug 2011",0.0000,0.1022,0.0893,0.1473,0.0914,11.2800,1.0632
"25 Aug 2011",0.0000,0.1016,0.0895,0.1466,0.0911,11.3000,1.0654
"26 Aug 2011",0.0000,0.1022,0.0903,0.1474,0.0917,11.3700,1.0612
"29 Aug 2011",0.0000,0.1023,0.0908,0.1488,0.0921,11.4100,1.0573
"19 Aug 2011",0.0000,0.1028,0.0892,0.1470,0.0915,11.2500,1.0632
"22 Aug 2011",0.0000,0.1027,0.0895,0.1474,0.0917,11.3100,1.0616
"23 Aug 2011",0.0000,0.1026,0.0896,0.1477,0.0918,11.3400,1.0606
"15 Aug 2011",0.0000,0.1038,0.0913,0.1487,0.0927,11.4300,1.0549
"16 Aug 2011",0.0000,0.1031,0.0908,0.1484,0.0923,11.4000,1.0577
"17 Aug 2011",0.0000,0.1031,0.0904,0.1486,0.0923,11.3900,1.0574
"18 Aug 2011",0.0000,0.1032,0.0900,0.1487,0.0923,11.4000,1.0574
"09 Aug 2011",0.0000,0.1030,0.0898,0.1466,0.0916,11.3400,1.0638
"10 Aug 2011",0.0000,0.1031,0.0909,0.1477,0.0921,11.3300,1.0601
"11 Aug 2011",0.0000,0.1039,0.0915,0.1481,0.0925,11.3500,1.0564
"12 Aug 2011",0.0000,0.1034,0.0905,0.1466,0.0918,11.2700,1.0620
"04 Aug 2011",0.0000,0.1069,0.0934,0.1530,0.0956,12.1400,1.0344
"05 Aug 2011",0.0000,0.1066,0.0923,0.1500,0.0944,11.7900,1.0434
"08 Aug 2011",0.0000,0.1048,0.0915,0.1505,0.0937,11.7100,1.0480
"29 Jul 2011",0.0000,0.1073,0.0938,0.1531,0.0956,11.8700,1.0351
"01 Aug 2011",0.0000,0.1074,0.0941,0.1547,0.0962,12.0200,1.0305
"02 Aug 2011",0.0000,0.1078,0.0942,0.1535,0.0960,11.8700,1.0325
"03 Aug 2011",0.0000,0.1073,0.0935,0.1522,0.0953,11.7500,1.0372
"25 Jul 2011",0.0000,0.1060,0.0934,0.1523,0.0950,11.9300,1.0406
"26 Jul 2011",0.0000,0.1063,0.0943,0.1541,0.0958,12.0300,1.0347
"27 Jul 2011",0.0000,0.1067,0.0943,0.1547,0.0960,12.0200,1.0328
"28 Jul 2011",0.0000,0.1076,0.0946,0.1545,0.0963,12.0200,1.0303
"15 Jul 2011",0.0000,0.1070,0.0937,0.1514,0.0952,11.9800,1.0400
"20 Jul 2011",0.0000,0.1064,0.0935,0.1507,0.0947,11.9100,1.0432
"21 Jul 2011",0.0000,0.1063,0.0938,0.1518,0.0950,11.9700,1.0405
"22 Jul 2011",0.0000,0.1064,0.0939,0.1532,0.0955,12.0500,1.0370
"11 Jul 2011",0.0000,0.1080,0.0958,0.1533,0.0965,12.3800,1.0308
"12 Jul 2011",0.0000,0.1082,0.0951,0.1508,0.0956,12.0400,1.0372
"13 Jul 2011",0.0000,0.1081,0.0950,0.1514,0.0957,12.0400,1.0362
"14 Jul 2011",0.0000,0.1071,0.0943,0.1521,0.0955,12.0300,1.0377
"05 Jul 2011",0.0000,0.1062,0.0960,0.1537,0.0961,12.4600,1.0346
"06 Jul 2011",0.0000,0.1063,0.0957,0.1536,0.0961,12.4200,1.0347
"07 Jul 2011",0.0000,0.1070,0.0960,0.1534,0.0963,12.4300,1.0329
"08 Jul 2011",0.0000,0.1074,0.0965,0.1541,0.0967,12.5300,1.0296
"28 Jun 2011",0.0000,0.1061,0.0949,0.1515,0.0952,12.2400,1.0416
"29 Jun 2011",0.0000,0.1058,0.0951,0.1521,0.0954,12.3200,1.0404
"30 Jun 2011",0.0000,0.1057,0.0951,0.1531,0.0956,12.3100,1.0389
"04 Jul 2011",0.0000,0.1059,0.0957,0.1539,0.0960,12.4300,1.0355
"23 Jun 2011",0.0000,0.1069,0.0952,0.1528,0.0959,12.2900,1.0373
"24 Jun 2011",0.0000,0.1067,0.0951,0.1521,0.0956,12.2400,1.0394
"27 Jun 2011",0.0000,0.1067,0.0946,0.1507,0.0951,12.1700,1.0426
"21 Jun 2011",0.0000,0.1068,0.0944,0.1533,0.0959,12.2900,1.0376
"22 Jun 2011",0.0000,0.1071,0.0950,0.1543,0.0964,12.3800,1.0341
"20 Jun 2011",0.0000,0.1074,0.0947,0.1528,0.0960,12.2500,1.0373
"14 Jun 2011",0.0000,0.1065,0.0936,0.1536,0.0958,12.3300,1.0392
"15 Jun 2011",0.0000,0.1066,0.0939,0.1534,0.0959,12.3500,1.0386
"16 Jun 2011",0.0000,0.1076,0.0940,0.1519,0.0958,12.2800,1.0390
"17 Jun 2011",0.0000,0.1072,0.0941,0.1518,0.0956,12.2400,1.0404
"08 Jun 2011",0.0000,0.1054,0.0942,0.1547,0.0958,12.3700,1.0397
"09 Jun 2011",0.0000,0.1057,0.0941,0.1546,0.0959,12.3800,1.0391
"10 Jun 2011",0.0000,0.1063,0.0943,0.1538,0.0959,12.3300,1.0390
"13 Jun 2011",0.0000,0.1065,0.0941,0.1528,0.0956,12.2900,1.0406
"01 Jun 2011",0.0000,0.1062,0.0932,0.1534,0.0957,12.4800,1.0412
"03 Jun 2011",0.0000,0.1068,0.0946,0.1545,0.0964,12.4700,1.0364
"06 Jun 2011",0.0000,0.1059,0.0944,0.1550,0.0961,12.4600,1.0379
"07 Jun 2011",0.0000,0.1052,0.0940,0.1540,0.0955,12.3600,1.0421
"31 May 2011",0.0000,0.1055,0.0918,0.1518,0.0948,12.3600,1.0478
"25 May 2011",0.0000,0.1064,0.0925,0.1494,0.0945,12.2300,1.0512
"26 May 2011",0.0000,0.1059,0.0921,0.1501,0.0945,12.2800,1.0509
"27 May 2011",0.0000,0.1062,0.0921,0.1513,0.0949,12.2600,1.0478
"30 May 2011",0.0000,0.1061,0.0919,0.1514,0.0948,12.2300,1.0481
"19 May 2011",0.0000,0.1063,0.0938,0.1516,0.0953,12.3800,1.0459
"20 May 2011",0.0000,0.1062,0.0937,0.1521,0.0954,12.4300,1.0448
"23 May 2011",0.0000,0.1069,0.0928,0.1502,0.0950,12.3000,1.0481
"24 May 2011",0.0000,0.1066,0.0931,0.1498,0.0947,12.2500,1.0495
"16 May 2011",0.0000,0.1063,0.0925,0.1499,0.0945,12.1300,1.0524
"17 May 2011",0.0000,0.1062,0.0928,0.1506,0.0948,12.2600,1.0500
"18 May 2011",0.0000,0.1061,0.0930,0.1513,0.0950,12.2800,1.0485
"13 May 2011",0.0000,0.1066,0.0934,0.1519,0.0953,12.2600,1.0464
"10 May 2011",0.0000,0.1078,0.0941,0.1540,0.0965,12.3900,1.0388
"11 May 2011",0.0000,0.1070,0.0943,0.1542,0.0963,12.4600,1.0395
"12 May 2011",0.0000,0.1067,0.0927,0.1515,0.0952,12.2800,1.0475
"05 May 2011",0.0000,0.1052,0.0946,0.1562,0.0963,12.5500,1.0405
"06 May 2011",0.0000,0.1062,0.0944,0.1548,0.0962,12.4700,1.0409
"09 May 2011",0.0000,0.1077,0.0947,0.1552,0.0969,12.5100,1.0360
"28 Apr 2011",0.0000,0.1059,0.0940,0.1572,0.0969,12.8500,1.0367
"29 Apr 2011",0.0000,0.1058,0.0943,0.1569,0.0968,12.8000,1.0372
"03 May 2011",0.0000,0.1057,0.0943,0.1567,0.0967,12.6900,1.0380
"04 May 2011",0.0000,0.1055,0.0949,0.1562,0.0965,12.6400,1.0393
"27 Apr 2011",0.0000,0.1062,0.0945,0.1559,0.0967,12.7500,1.0385
"21 Apr 2011",0.0000,0.1057,0.0938,0.1544,0.0960,12.6700,1.0436
"26 Apr 2011",0.0000,0.1063,0.0938,0.1545,0.0962,12.6300,1.0422
"15 Apr 2011",0.0000,0.1057,0.0936,0.1529,0.0956,12.7300,1.0473
"18 Apr 2011",0.0000,0.1064,0.0939,0.1530,0.0959,12.6800,1.0452
"19 Apr 2011",0.0000,0.1071,0.0938,0.1524,0.0959,12.5600,1.0449
"20 Apr 2011",0.0000,0.1066,0.0939,0.1536,0.0962,12.7300,1.0427
"12 Apr 2011",0.0000,0.1074,0.0948,0.1546,0.0970,12.9800,1.0381
"13 Apr 2011",0.0000,0.1066,0.0949,0.1544,0.0967,12.9800,1.0401
"08 Apr 2011",0.0000,0.1080,0.0948,0.1555,0.0976,13.2300,1.0342
"14 Apr 2011",0.0000,0.1060,0.0940,0.1538,0.0961,12.8500,1.0441
"11 Apr 2011",0.0000,0.1075,0.0951,0.1555,0.0974,13.1800,1.0351
"05 Apr 2011",0.0000,0.1087,0.0956,0.1540,0.0974,12.9900,1.0363
"06 Apr 2011",0.0000,0.1084,0.0947,0.1547,0.0975,13.1900,1.0351
"07 Apr 2011",0.0000,0.1083,0.0952,0.1549,0.0976,13.2100,1.0344
"30 Mar 2011",0.0000,0.1082,0.0951,0.1523,0.0965,12.6300,1.0434
"31 Mar 2011",0.0000,0.1081,0.0951,0.1532,0.0967,12.6600,1.0417
"01 Apr 2011",0.0000,0.1085,0.0957,0.1537,0.0971,12.8400,1.0383
"04 Apr 2011",0.0000,0.1086,0.0956,0.1546,0.0975,13.0100,1.0354
"25 Mar 2011",0.0000,0.1077,0.0948,0.1527,0.0962,12.3600,1.0461
"28 Mar 2011",0.0000,0.1083,0.0951,0.1522,0.0963,12.4400,1.0448
"29 Mar 2011",0.0000,0.1080,0.0951,0.1525,0.0963,12.4500,1.0449
"21 Mar 2011",0.0000,0.1064,0.0929,0.1507,0.0949,12.2000,1.0564
"22 Mar 2011",0.0000,0.1067,0.0931,0.1519,0.0954,12.2900,1.0525
"23 Mar 2011",0.0000,0.1075,0.0931,0.1523,0.0958,12.3200,1.0494
"24 Mar 2011",0.0000,0.1074,0.0932,0.1513,0.0955,12.2600,1.0515
"15 Mar 2011",0.0000,0.1091,0.0943,0.1520,0.0964,12.4300,1.0457
"16 Mar 2011",0.0000,0.1079,0.0939,0.1508,0.0955,12.1800,1.0523
"17 Mar 2011",0.0000,0.1072,0.0931,0.1493,0.0945,11.8200,1.0597
"18 Mar 2011",0.0000,0.1062,0.0925,0.1494,0.0944,12.2100,1.0599
"09 Mar 2011",0.0000,0.1091,0.0938,0.1516,0.0964,12.5600,1.0469
"10 Mar 2011",0.0000,0.1096,0.0940,0.1520,0.0967,12.5900,1.0443
"11 Mar 2011",0.0000,0.1098,0.0944,0.1516,0.0967,12.6100,1.0442
"14 Mar 2011",0.0000,0.1090,0.0945,0.1519,0.0964,12.4700,1.0459
"07 Mar 2011",0.0000,0.1088,0.0935,0.1521,0.0963,12.5100,1.0475
"08 Mar 2011",0.0000,0.1088,0.0939,0.1521,0.0964,12.5300,1.0467
"02 Mar 2011",0.0000,0.1093,0.0927,0.1504,0.0958,12.3300,1.0516
"03 Mar 2011",0.0000,0.1098,0.0933,0.1523,0.0966,12.4600,1.0455
"04 Mar 2011",0.0000,0.1088,0.0932,0.1518,0.0962,12.5000,1.0487
"24 Feb 2011",0.0000,0.1081,0.0917,0.1487,0.0947,12.2000,1.0604
"25 Feb 2011",0.0000,0.1084,0.0927,0.1497,0.0953,12.2800,1.0562
"28 Feb 2011",0.0000,0.1093,0.0934,0.1504,0.0959,12.2900,1.0516
"01 Mar 2011",0.0000,0.1093,0.0928,0.1509,0.0960,12.4000,1.0505
"18 Feb 2011",0.0000,0.1087,0.0914,0.1478,0.0947,12.3100,1.0612
"21 Feb 2011",0.0000,0.1085,0.0914,0.1484,0.0949,12.3500,1.0598
"22 Feb 2011",0.0000,0.1087,0.0913,0.1476,0.0947,12.3000,1.0614
"23 Feb 2011",0.0000,0.1083,0.0917,0.1483,0.0948,12.2600,1.0603
"15 Feb 2011",0.0000,0.1084,0.0913,0.1465,0.0942,12.2300,1.0656
"16 Feb 2011",0.0000,0.1079,0.0903,0.1460,0.0938,12.2200,1.0685
"17 Feb 2011",0.0000,0.1085,0.0914,0.1472,0.0945,12.3100,1.0630
"09 Feb 2011",0.0000,0.1084,0.0920,0.1479,0.0947,12.1800,1.0630
"10 Feb 2011",0.0000,0.1075,0.0915,0.1472,0.0941,12.1600,1.0670
"11 Feb 2011",0.0000,0.1079,0.0912,0.1463,0.0940,12.2200,1.0676
"14 Feb 2011",0.0000,0.1084,0.0914,0.1468,0.0943,12.2100,1.0650
"03 Feb 2011",0.0000,0.1078,0.0918,0.1487,0.0946,12.1400,1.0640
"04 Feb 2011",0.0000,0.1079,0.0911,0.1471,0.0940,12.0100,1.0683
"07 Feb 2011",0.0000,0.1088,0.0917,0.1481,0.0948,12.1700,1.0624
"08 Feb 2011",0.0000,0.1083,0.0913,0.1475,0.0944,12.1300,1.0653
"28 Jan 2011",0.0000,0.1091,0.0941,0.1496,0.0957,12.3700,1.0566
"31 Jan 2011",0.0000,0.1089,0.0933,0.1482,0.0950,12.1500,1.0617
"01 Feb 2011",0.0000,0.1082,0.0924,0.1484,0.0947,12.1500,1.0635
"02 Feb 2011",0.0000,0.1077,0.0923,0.1491,0.0948,12.1500,1.0630
"26 Jan 2011",0.0000,0.1094,0.0946,0.1497,0.0959,12.2900,1.0560
"27 Jan 2011",0.0000,0.1091,0.0940,0.1496,0.0957,12.2900,1.0572
"21 Jan 2011",0.0000,0.1105,0.0936,0.1491,0.0960,12.3600,1.0556
"24 Jan 2011",0.0000,0.1102,0.0939,0.1499,0.0962,12.4100,1.0540
"25 Jan 2011",0.0000,0.1101,0.0940,0.1502,0.0962,12.3900,1.0536
"17 Jan 2011",0.0000,0.1129,0.0948,0.1504,0.0973,12.4700,1.0466
"18 Jan 2011",0.0000,0.1137,0.0950,0.1515,0.0979,12.5000,1.0422
"19 Jan 2011",0.0000,0.1127,0.0948,0.1519,0.0977,12.5000,1.0437
"20 Jan 2011",0.0000,0.1116,0.0937,0.1504,0.0967,12.3500,1.0502
"12 Jan 2011",0.0000,0.1163,0.0966,0.1511,0.0988,12.5600,1.0364
"13 Jan 2011",0.0000,0.1157,0.0963,0.1516,0.0988,12.5900,1.0366
"14 Jan 2011",0.0000,0.1140,0.0960,0.1520,0.0983,12.5600,1.0397
"06 Jan 2011",0.0000,0.1145,0.0989,0.1533,0.1000,12.7500,1.0293
"07 Jan 2011",0.0000,0.1168,0.0983,0.1518,0.0995,12.6700,1.0326
"10 Jan 2011",0.0000,0.1175,0.0976,0.1517,0.0995,12.6000,1.0321
"11 Jan 2011",0.0000,0.1169,0.0973,0.1514,0.0992,12.5800,1.0340
"30 Dec 2010",0.0000,0.1171,0.0999,0.1550,0.1006,12.6200,1.0258
"31 Dec 2010",0.0000,0.1162,0.1004,0.1553,0.1005,12.6400,1.0265
"04 Jan 2011",0.0000,0.1157,0.0998,0.1543,0.1000,12.6800,1.0294
"05 Jan 2011",0.0000,0.1158,0.0988,0.1536,0.0997,12.6000,1.0316
"24 Dec 2010",0.0000,0.1164,0.0988,0.1527,0.0997,12.6700,1.0323
"28 Dec 2010",0.0000,0.1160,0.0992,0.1534,0.0998,12.6500,1.0316
"29 Dec 2010",0.0000,0.1171,0.0999,0.1537,0.1003,12.6400,1.0282
"20 Dec 2010",0.0000,0.1150,0.0976,0.1515,0.0989,12.7100,1.0384
"21 Dec 2010",0.0000,0.1153,0.0977,0.1519,0.0991,12.7100,1.0368
"22 Dec 2010",0.0000,0.1156,0.0981,0.1519,0.0992,12.7200,1.0359
"23 Dec 2010",0.0000,0.1161,0.0988,0.1524,0.0996,12.6700,1.0336
"14 Dec 2010",0.0000,0.1138,0.0961,0.1525,0.0987,12.7200,1.0410
"15 Dec 2010",0.0000,0.1143,0.0967,0.1519,0.0988,12.7400,1.0401
"16 Dec 2010",0.0000,0.1144,0.0973,0.1514,0.0987,12.7500,1.0402
"17 Dec 2010",0.0000,0.1142,0.0973,0.1520,0.0988,12.7600,1.0394
"08 Dec 2010",0.0000,0.1138,0.0958,0.1504,0.0980,12.6300,1.0466
"09 Dec 2010",0.0000,0.1137,0.0955,0.1511,0.0982,12.6900,1.0448
"10 Dec 2010",0.0000,0.1143,0.0960,0.1516,0.0985,12.6900,1.0422
"13 Dec 2010",0.0000,0.1148,0.0960,0.1515,0.0987,12.7400,1.0407
"02 Dec 2010",0.0000,0.1140,0.0957,0.1496,0.0978,12.5800,1.0488
"03 Dec 2010",0.0000,0.1143,0.0968,0.1512,0.0985,12.6400,1.0435
"06 Dec 2010",0.0000,0.1138,0.0966,0.1521,0.0985,12.6000,1.0433
"07 Dec 2010",0.0000,0.1138,0.0963,0.1516,0.0983,12.5300,1.0449
"26 Nov 2010",0.0000,0.1120,0.0948,0.1490,0.0968,12.5000,1.0562
"29 Nov 2010",0.0000,0.1121,0.0951,0.1484,0.0967,12.4800,1.0569
"30 Nov 2010",0.0000,0.1128,0.0951,0.1480,0.0968,12.4400,1.0564
"01 Dec 2010",0.0000,0.1140,0.0953,0.1485,0.0972,12.3900,1.0529
"22 Nov 2010",0.0000,0.1101,0.0945,0.1515,0.0970,12.6400,1.0556
"23 Nov 2010",0.0000,0.1108,0.0945,0.1503,0.0969,12.5700,1.0567
"24 Nov 2010",0.0000,0.1114,0.0944,0.1491,0.0965,12.4000,1.0588
"25 Nov 2010",0.0000,0.1120,0.0947,0.1492,0.0968,12.4600,1.0565
"16 Nov 2010",0.0000,0.1111,0.0942,0.1512,0.0971,12.5400,1.0557
"17 Nov 2010",0.0000,0.1111,0.0944,0.1500,0.0968,12.5200,1.0578
"18 Nov 2010",0.0000,0.1108,0.0946,0.1507,0.0969,12.5400,1.0565
"19 Nov 2010",0.0000,0.1109,0.0944,0.1514,0.0972,12.6300,1.0542
"11 Nov 2010",0.0000,0.1111,0.0948,0.1531,0.0977,12.5900,1.0519
"12 Nov 2010",0.0000,0.1113,0.0943,0.1513,0.0971,12.4600,1.0559
"15 Nov 2010",0.0000,0.1106,0.0939,0.1514,0.0970,12.5600,1.0566
"08 Nov 2010",0.0000,0.1106,0.0957,0.1544,0.0979,12.5400,1.0510
"09 Nov 2010",0.0000,0.1106,0.0952,0.1534,0.0975,12.4100,1.0539
"10 Nov 2010",0.0000,0.1111,0.0956,0.1530,0.0977,12.5200,1.0522
"02 Nov 2010",0.0000,0.1093,0.0948,0.1523,0.0966,12.2700,1.0613
"03 Nov 2010",0.0000,0.1095,0.0956,0.1532,0.0971,12.3600,1.0578
"04 Nov 2010",0.0000,0.1091,0.0955,0.1540,0.0972,12.4500,1.0564
"05 Nov 2010",0.0000,0.1092,0.0955,0.1550,0.0976,12.5200,1.0536
"27 Oct 2010",0.0000,0.1099,0.0958,0.1517,0.0968,12.3900,1.0602
"28 Oct 2010",0.0000,0.1091,0.0955,0.1510,0.0963,12.3100,1.0639
"29 Oct 2010",0.0000,0.1093,0.0952,0.1517,0.0964,12.2300,1.0630
"01 Nov 2010",0.0000,0.1088,0.0948,0.1523,0.0964,12.2500,1.0627
"26 Oct 2010",0.0000,0.1096,0.0970,0.1531,0.0972,12.3600,1.0580
"20 Oct 2010",0.0000,0.1104,0.0967,0.1521,0.0972,12.3600,1.0588
"21 Oct 2010",0.0000,0.1095,0.0967,0.1530,0.0971,12.3800,1.0590
"22 Oct 2010",0.0000,0.1093,0.0970,0.1527,0.0970,12.3800,1.0594
"25 Oct 2010",0.0000,0.1092,0.0973,0.1534,0.0972,12.3900,1.0580
"15 Oct 2010",0.0000,0.1100,0.0966,0.1548,0.0979,12.5600,1.0537
"18 Oct 2010",0.0000,0.1107,0.0966,0.1537,0.0978,12.4800,1.0545
"19 Oct 2010",0.0000,0.1101,0.0966,0.1532,0.0975,12.4700,1.0567
"11 Oct 2010",0.0000,0.1103,0.0967,0.1542,0.0980,12.6400,1.0541
"12 Oct 2010",0.0000,0.1107,0.0964,0.1531,0.0977,12.5300,1.0560
"13 Oct 2010",0.0000,0.1102,0.0971,0.1538,0.0978,12.5900,1.0548
"14 Oct 2010",0.0000,0.1100,0.0970,0.1551,0.0981,12.5900,1.0528
"05 Oct 2010",0.0000,0.1103,0.0956,0.1513,0.0971,12.6600,1.0609
"06 Oct 2010",0.0000,0.1106,0.0963,0.1532,0.0979,12.7400,1.0552
"07 Oct 2010",0.0000,0.1104,0.0969,0.1538,0.0980,12.7400,1.0541
"08 Oct 2010",0.0000,0.1100,0.0966,0.1532,0.0976,12.6200,1.0570
"27 Sep 2010",0.0000,0.1122,0.0954,0.1509,0.0977,12.7100,1.0578
"28 Sep 2010",0.0000,0.1119,0.0952,0.1505,0.0974,12.6700,1.0594
"29 Sep 2010",0.0000,0.1117,0.0958,0.1518,0.0978,12.7000,1.0566
"04 Oct 2010",0.0000,0.1106,0.0965,0.1524,0.0977,12.7000,1.0574
"21 Sep 2010",0.0000,0.1137,0.0955,0.1488,0.0976,12.7300,1.0591
"22 Sep 2010",0.0000,0.1127,0.0956,0.1500,0.0976,12.7400,1.0586
"23 Sep 2010",0.0000,0.1122,0.0959,0.1503,0.0976,12.7100,1.0589
"24 Sep 2010",0.0000,0.1123,0.0956,0.1499,0.0975,12.6900,1.0596
"17 Sep 2010",0.0000,0.1134,0.0948,0.1489,0.0975,12.7600,1.0601
"20 Sep 2010",0.0000,0.1137,0.0950,0.1486,0.0975,12.7300,1.0597
"13 Sep 2010",0.0000,0.1156,0.0959,0.1483,0.0978,12.4500,1.0588
"14 Sep 2010",0.0000,0.1153,0.0966,0.1483,0.0977,12.4000,1.0594
"15 Sep 2010",0.0000,0.1149,0.0962,0.1490,0.0980,12.6400,1.0570
"16 Sep 2010",0.0000,0.1145,0.0954,0.1487,0.0978,12.6900,1.0582
"07 Sep 2010",0.0000,0.1147,0.0955,0.1468,0.0969,12.3300,1.0659
"08 Sep 2010",0.0000,0.1151,0.0952,0.1465,0.0968,12.2400,1.0664
"09 Sep 2010",0.0000,0.1158,0.0953,0.1470,0.0973,12.3100,1.0630
"10 Sep 2010",0.0000,0.1160,0.0957,0.1472,0.0975,12.3600,1.0614
"02 Sep 2010",0.0000,0.1143,0.0950,0.1466,0.0967,12.3300,1.0681
"03 Sep 2010",0.0000,0.1148,0.0955,0.1472,0.0972,12.4100,1.0644
"06 Sep 2010",0.0000,0.1147,0.0956,0.1481,0.0975,12.4900,1.0622
"31 Aug 2010",0.0000,0.1150,0.0942,0.1453,0.0963,12.2200,1.0711
"01 Sep 2010",0.0000,0.1145,0.0945,0.1456,0.0964,12.2900,1.0707
"27 Aug 2010",0.0000,0.1149,0.0942,0.1461,0.0967,12.3800,1.0687
"30 Aug 2010",0.0000,0.1147,0.0940,0.1461,0.0967,12.4100,1.0688
"25 Aug 2010",0.0000,0.1151,0.0944,0.1455,0.0965,12.2600,1.0706
"23 Aug 2010",0.0000,0.1151,0.0940,0.1464,0.0970,12.5000,1.0674
"24 Aug 2010",0.0000,0.1148,0.0941,0.1453,0.0964,12.3400,1.0714
